Price,Close,High,Low,Open,Volume
Ticker,ALL,ALL,ALL,ALL,ALL
Date,,,,,
2015-01-02,55.75386047363281,56.3820064960672,55.44376391482569,56.12756207213422,1766400
2015-01-05,54.64862823486328,55.48350102232766,54.5770642437736,55.403990194895904,2898800
2015-01-06,54.6088752746582,55.34833757001453,54.42599489353228,54.8871662317734,2626800
2015-01-07,55.50735092163086,55.53915646428969,54.72018345625748,55.18135472538006,2090200
2015-01-08,56.572845458984375,56.572845458984375,55.82542997467969,55.857235534255445,2962600
2015-01-09,55.99238967895508,56.54897772364736,55.95263728980544,56.517172172554496,2100800
2015-01-12,55.41989517211914,56.1514106259806,55.30857878993567,55.94467760208794,1513100
2015-01-13,55.75386047363281,56.6046393007196,55.30858879803906,55.89698242895063,2239500
2015-01-14,55.20522689819336,55.499423722163314,54.73610256085149,54.83151922258775,2692400
2015-01-15,55.04621505737305,55.56303871874696,54.95875128501649,55.21318969561095,2057300
2015-01-16,56.32633590698242,56.35814145640444,55.260877299642225,55.51531562873006,2182800
2015-01-20,55.94469451904297,56.64439857096167,55.57098680887071,56.58079352354338,2113700
2015-01-21,55.89697265625,56.20706916084166,55.34833757907035,55.72999201566567,2006800
2015-01-22,57.20890426635742,57.33612642863863,55.96851851554855,56.19115123325408,2523000
2015-01-23,56.79545974731445,57.336141950811154,56.77956000586818,57.31228930549763,1746700
2015-01-26,57.03399658203125,57.06579606394752,56.50126123246902,56.66823581082565,1663500
2015-01-27,56.80341720581055,57.08170820059605,56.38995109959605,56.485367754789095,1526200
2015-01-28,55.91287612915039,57.678044698525014,55.896976387517526,56.970387903240706,2539200
2015-01-29,56.49332809448242,56.652349807777924,55.873128853535135,56.07190902829927,2854900
2015-01-30,55.49147033691406,56.32634337129748,55.419906324658875,56.04805235983634,2486700
2015-02-02,56.38201141357422,56.44561645881599,54.998497036072074,55.45171558972568,3005600
2015-02-03,57.27254867553711,57.296401328273525,56.06396776200119,56.58079748102061,2988100
2015-02-04,57.70985412597656,57.94043982602158,57.02604993033649,57.08966103371898,3677400
2015-02-05,57.48722839355469,57.6621498499151,54.895133241984695,55.40400999899005,4825000
2015-02-06,56.39789962768555,57.41565293894667,56.23092504377129,57.24867835503242,4198100
2015-02-09,55.682289123535156,56.20707157929368,55.53916718708175,55.91287480261498,3555200
2015-02-10,55.69818115234375,56.1275407891999,55.38013180931723,56.095741314555234,3063500
2015-02-11,56.5966796875,56.78750691654204,55.65048431359081,55.76975360660017,3840100
2015-02-12,56.90678405761719,57.00220071844132,56.5807877491406,56.64439279006762,2063400
2015-02-13,56.81931686401367,57.041949659510905,56.56487851683273,56.74775892244186,2016900
2015-02-17,56.668243408203125,57.137367724251106,56.56487991239743,56.83522407523449,2027000
2015-02-18,56.222965240478516,56.636431263869994,56.06394357996641,56.50920908243031,2446200
2015-02-19,56.58871841430664,56.66822924245738,56.127547118230126,56.17525846815044,2001900
2015-02-20,56.930625915527344,57.026042558266056,56.0321419449842,56.525112766747725,2121000
2015-02-23,56.660308837890625,56.771625262487866,56.493334200994774,56.74777260954419,1814800
2015-02-24,56.98628616333008,57.145313906965775,56.50921506499927,56.50921506499927,1848000
2015-02-25,56.54899597167969,57.06581966142115,56.525137250944525,56.8829452664854,2083500
2015-02-26,56.940250396728516,57.028084676796524,56.58891936844425,56.58891936844425,1903400
2015-02-27,56.373313903808594,56.908299993174815,56.36532730922481,56.74860465341934,2199600
2015-03-02,56.67674255371094,56.836437890579965,56.34935919354684,56.37331288487853,1687800
2015-03-03,56.28546142578125,56.61284468592386,56.10979295370324,56.41322252983244,1910300
2015-03-04,55.49496841430664,56.07786788531912,55.48698182100901,55.99801413631427,2344000
2015-03-05,55.542869567871094,55.82234547410803,55.33526690127544,55.726524641228075,3138000
2015-03-06,55.20751953125,55.870266749986385,54.983943624203164,55.38318805592582,2637700
2015-03-09,55.56682205200195,55.69458315974697,54.8960945122954,54.999895843349535,1855900
2015-03-10,54.60865020751953,55.20751682575551,54.600663613520226,55.03983490368779,2164900
2015-03-11,55.1676025390625,55.447078564948555,54.64060296256662,54.88015210132962,2382500
2015-03-12,56.213623046875,56.229590145329176,55.35924011787735,55.415134100447766,1635500
2015-03-13,55.542869567871094,56.06987501073326,55.29534003124586,55.910173622600006,1955000
2015-03-16,56.28546142578125,56.41322252983244,55.81435606155818,55.91017079761182,2061700
2015-03-17,55.87825393676758,56.06190296579447,55.606764552484975,55.974068702525386,3156600
2015-03-18,56.38930130004883,56.6128772688303,55.487004736338704,56.037964153684655,2683200
2015-03-19,56.373313903808594,56.908299993174815,56.14973799135625,56.45316157368633,2623200
2015-03-20,57.060020446777344,57.203748703499194,56.44518662701501,56.5410014035047,4189900
2015-03-23,57.403377532958984,57.75471466571606,57.331516442343045,57.36345064351368,2478900
2015-03-24,56.96419143676758,57.40336273953505,56.74860212849128,57.27560769181225,2522300
2015-03-25,56.33339309692383,57.13188197942035,56.28547962142307,57.13188197942035,2055000
2015-03-26,56.05390930175781,56.32539865179997,55.87824688936096,56.13376305246695,1933900
2015-03-27,55.93412780761719,56.18964391109932,55.8063667098839,56.03792913053715,1734100
2015-03-30,56.65279006958008,56.988160067392926,55.9660890669923,56.18168450072823,2331700
2015-03-31,56.82843780517578,56.932245232284906,55.95808806948175,56.27748475938223,3560700
2015-04-01,56.92426681518555,57.411345466541206,56.66076405127458,56.83643256054856,3369600
2015-04-02,57.052024841308594,57.21172626354898,56.80449525181894,56.92426979550264,1971900
2015-04-06,57.58701705932617,57.89842721808238,56.58890601408541,56.74860134452938,2408700
2015-04-07,57.0679931640625,57.810587961206195,57.06799316406251,57.610965769414726,1310800
2015-04-08,57.15584182739258,57.491205732086115,57.0440538591614,57.17180892628816,2109000
2015-04-09,57.41136932373047,57.499203614866836,57.17980674636991,57.17980674636991,1827600
2015-04-10,57.515159606933594,57.68284155980663,57.203749395599765,57.491205912521366,1475100
