Price,Close,High,Low,Open,Volume
Ticker,BR,BR,BR,BR,BR
Date,,,,,
2015-01-02,37.893455505371094,38.433604731764035,37.52781802858294,38.433604731764035,637400
2015-01-05,37.3283805847168,37.84360096386596,37.09570245865054,37.61091966779799,551000
2015-01-06,37.61091995239258,37.85190982478571,37.10401448391282,37.494580888479135,1188300
2015-01-07,38.225868225097656,38.3006580940773,37.544450827728724,37.79374933432669,715900
2015-01-08,38.79924774169922,39.03192905102105,38.200932073447696,38.35051178301105,1048500
2015-01-09,38.81586837768555,38.97375983351123,38.63305119673222,38.807559802643,555100
2015-01-12,38.79093933105469,39.09009875144873,38.57487834076925,38.75769869101048,722700
2015-01-13,38.87403869628906,39.64686616089695,38.508401157013004,39.05685905092809,580500
2015-01-14,38.549949645996094,38.80755985267407,38.23416990393954,38.45853947040062,424500
2015-01-15,38.17599868774414,38.79924639936166,38.09290026086252,38.66628701434999,612100
2015-01-16,38.857418060302734,38.88235012573411,38.07628202682856,38.15107188311879,309300
2015-01-20,38.641357421875,39.048547314239606,38.267408167662964,38.923896506168354,371300
2015-01-21,38.68291091918945,38.89066017565127,38.25079208534863,38.62474138098031,478300
2015-01-22,39.447425842285156,39.46404616152164,38.5582593681449,38.99868673290547,645300
2015-01-23,39.58869552612305,39.68010570090659,39.22305799699077,39.43911581647759,481300
2015-01-26,40.3116569519043,40.34489758765556,39.41418197663076,39.5222124578216,743700
2015-01-27,40.02912902832031,40.21194940583054,39.85462039706186,40.04574935082146,591000
2015-01-28,39.72164535522461,40.469543723440594,39.63854694542334,40.394753886619,783100
2015-01-29,40.23686981201172,40.71054097831332,39.77982213470502,40.378140938452965,754400
2015-01-30,39.879547119140625,40.27842529568315,39.79644551777637,40.112225262956606,754900
2015-02-02,40.2784309387207,40.319980160222926,39.231372804851254,40.012512117103604,606300
2015-02-03,40.993080139160156,41.04293792623284,40.46123944037173,40.54434103549573,900000
2015-02-04,41.051246643066406,41.31716538784728,40.83518568168102,40.876734891177755,933700
2015-02-05,42.314369201660156,42.35592159108228,41.109425988472466,41.80746365273405,825700
2015-02-06,42.704933166503906,42.704933166503906,41.757597141537964,41.92379716714644,1163900
