Price,Close,High,Low,Open,Volume
Ticker,MCK,MCK,MCK,MCK,MCK
Date,,,,,
2000-01-03,19.262575149536133,19.41667575073242,18.235237808227538,18.903007080078126,1810300
2000-01-04,18.02977180480957,19.00574235834627,17.87567119109325,19.00574235834627,1153400
2000-01-05,18.2352294921875,18.389330023107394,17.670194212147887,18.13249580490757,1309500
2000-01-06,19.5194034576416,19.930338267276163,18.13249847512496,18.183865326329283,2030600
2000-01-07,19.313940048217773,19.930342390182172,19.10847260089631,19.673508081030338,1195700
2000-01-10,19.72487449645996,21.265880316495895,19.72487449645996,20.95767915248871,2476300
2000-01-11,22.19048309326172,23.063719696468777,20.54674360487196,20.75221104092068,5369300
2000-01-12,21.3172550201416,22.55006012974015,20.957686863175358,22.55006012974015,2052200
2000-01-13,21.676815032958984,21.93364933429736,21.06041270974688,21.368613871352935,1131500
2000-01-14,21.676815032958984,22.190483635635736,21.41998073162061,22.190483635635736,1055400
2000-01-18,22.03639030456543,22.190490936065885,21.31725402422996,21.625455287230874,1328700
2000-01-19,21.5227108001709,22.087746167239825,21.368610245515736,21.882278761032943,889100
2000-01-20,20.752208709716797,21.471344655103024,20.752208709716797,21.41997780186115,1538800
2000-01-21,20.649478912353516,21.317248130912212,20.546745186421408,21.317248130912212,1622000
2000-01-24,20.444011688232422,20.854946596538603,20.392644824694152,20.649479142385513,799200
2000-01-25,18.08113670349121,18.69753909111023,17.464734315872192,18.08113670349121,4931900
2000-01-26,17.82430648803711,18.081140875472805,17.567472100601417,18.029773997985664,1739800
2000-01-27,17.156536102294922,18.029772969777,16.540133607601692,17.978406095219228,3096400
2000-01-28,16.540132522583008,17.207901848028904,16.540132522583008,17.207901848028904,1084000
2000-01-31,16.89969253540039,17.207893615073345,16.43739091589096,16.488757762503116,952200
2000-02-01,17.156536102294922,17.31063672596823,16.848334854948305,17.156536102294922,1244000
2000-02-02,16.745594024658203,17.413363111531076,16.69422717182183,17.1565288473492,1533300
2000-02-03,16.89969253540039,17.207893615073345,16.745591995563913,17.053793075236868,1375500
2000-02-04,16.848329544067383,17.156530694263736,16.745595827335265,16.848329544067383,550300
2000-02-07,16.694236755371094,17.002438049316407,16.642869873046877,16.848337402343752,574200
2000-02-08,16.745594024658203,17.413363111531076,16.745594024658203,17.002428288840076,973700
2000-02-09,16.745594024658203,16.899694583167328,16.642860318985452,16.796960877494577,918900
2000-02-10,15.718253135681152,16.848323622560187,15.5641526147431,16.848323622560187,2522800
2000-02-11,15.51279067993164,15.975092388936227,15.461423823375576,15.975092388936227,3993600
2000-02-14,15.564157485961914,15.769624911519168,15.307323204015349,15.358690060404662,622200
2000-02-15,15.307316780090332,15.564150954252922,15.050482605927744,15.512784119420404,1196700
2000-02-16,16.43739128112793,16.591491824388502,15.615521717071532,15.666888564825058,1167600
2000-02-17,16.43739128112793,16.848326063156126,16.12919019460678,16.43739128112793,1381000
2000-02-18,16.386030197143555,16.796965123717687,16.231929599678256,16.64286452625239,985800
2000-02-22,16.231929779052734,16.334663511831547,15.71826111515866,16.180562912663326,762000
2000-02-23,15.718253135681152,16.231921538807985,15.71825313568115,16.12918785818262,840300
2000-02-24,16.026447296142578,16.12918093265631,15.307311840546436,15.718246386601376,1044700
2000-02-25,15.872352600097656,16.026453110778217,15.666885252523576,15.975086273884695,846300
2000-02-28,15.921821594238281,16.076402386415353,15.458079217707068,15.664186940609829,881000
2000-02-29,15.973358154296875,16.23099296323715,15.818777268932712,16.076412077872984,1212200
2000-03-01,16.07639503479004,16.230975756278404,15.715706684650518,15.97334122046446,697900
2000-03-02,15.612664222717285,15.973352835123295,15.406556444199566,15.767245056605576,775500
2000-03-03,15.870296478271484,16.230985034595836,15.458080985329367,15.664188731800426,1147600
2000-03-06,15.973358154296875,16.23099296323715,15.870304230720766,16.179466001449093,511600
2000-03-07,15.303497314453125,15.921820438269412,15.251970387468434,15.76723965731534,793900
2000-03-08,15.251970291137695,15.509604924433939,15.148916437819198,15.251970291137695,619300
2000-03-09,15.715723991394043,15.921831847018883,15.045873460613313,15.251981316238153,1004900
2000-03-10,15.355020523071289,16.076397326168596,15.251966694057387,15.921816582647747,787300
2000-03-13,15.561132431030273,15.561132431030273,15.045863145234568,15.14891700239371,888300
2000-03-14,15.045867919921875,15.561137369234268,15.045867919921875,15.561137369234268,1026600
2000-03-15,15.767243385314941,15.973351141985724,14.994339297799502,15.045866236967198,1523300
2000-03-16,16.282514572143555,16.385568461840666,15.767245123657998,15.97335290305222,1730400
2000-03-17,15.767243385314941,16.2825127769919,15.664189506979548,16.2825127769919,1296200
2000-03-20,15.870296478271484,16.076404224742543,15.71571566841819,15.767242605035955,1082800
2000-03-21,15.818774223327637,15.973355078930187,15.664193367725087,15.870301175195154,1157900
2000-03-22,15.715723991394043,16.076412738737513,15.715723991394043,15.715723991394043,1300000
2000-03-23,15.818774223327637,15.870301175195154,15.509612512122537,15.61266641585757,1109700
2000-03-24,16.07639503479004,16.179448849115616,15.715706684650518,15.818760498976095,1094000
2000-03-27,16.282514572143555,16.43709540668922,16.07640679274933,16.385568461840666,846000
2000-03-28,17.725257873535156,17.828311698381288,16.127923588420067,16.127923588420067,4048500
2000-03-29,17.879858016967773,18.085965890362214,17.31306136513306,17.57069620687611,2552000
2000-03-30,16.952356338500977,17.82831396085513,16.90082941953897,17.72526012293111,1088600
2000-03-31,17.31304359436035,17.519151256197976,16.694720608847483,17.10693593252273,1062500
2000-04-03,17.416114807128906,17.82833054220888,17.106953005818927,17.313060873358914,922600
2000-04-04,16.90083885192871,17.519162224560247,16.076407688419994,17.467635276840955,1644300
2000-04-05,16.849302291870117,17.15846380181269,16.694721536898832,16.694721536898832,643300
2000-04-06,16.79778480529785,17.21000038334197,16.540150069020278,16.900838699808883,647700
2000-04-07,16.64319610595703,16.90083072060033,16.591669183028372,16.69472302888569,455200
2000-04-10,17.673738479614258,17.776792348300056,16.33403818669889,16.488618989727588,1705700
2000-04-11,17.106937408447266,18.08594888664154,16.59166820939765,17.519152767686958,1165600
2000-04-12,17.5191593170166,17.828320952022775,17.106943803675033,17.209997682010425,1325000
2000-04-13,16.849302291870117,17.364571475107734,16.797775373546354,17.313044556783975,802300
2000-04-14,16.334041595458984,16.79778410132375,15.921826034690303,16.59167632093941,1554700
2000-04-17,15.50960922241211,16.02487863179457,15.458082281473864,15.561136163350355,1636000
2000-04-18,15.870296478271484,16.2825119712136,15.509607921947131,15.664188731800426,1093400
2000-04-19,15.664193153381348,16.127935713843293,15.561139251056469,15.870300958031102,964700
2000-04-20,15.561132431030273,15.767240145348554,15.355024716711991,15.664186288189414,983200
2000-04-24,15.20044231414795,15.66418462203721,14.994334621752724,15.458076929641983,938800
2000-04-25,15.612664222717285,15.715718111976146,14.788233108646406,15.148921721052416,1618500
2000-04-26,14.015326499938965,15.097392148831311,13.757691821631264,14.83975747052361,4056400
2000-04-27,13.96380615234375,14.27296791217424,13.603117432541513,13.809225272428506,2694600
2000-04-28,13.96380615234375,14.066860072287247,13.757698312456759,14.0153331123155,1233500
2000-05-01,15.045867919921875,15.200448754715593,14.066855966228328,14.324490690884526,2326300
2000-05-02,14.788233757019043,15.200449332127587,14.685179863241906,14.736706810130475,1486100
2000-05-03,15.148923873901367,15.355031681709548,14.530600450476822,14.685181306332957,2119500
2000-05-04,15.20044231414795,15.303496160345563,15.04586154485153,15.251969237246756,923200
2000-05-05,14.942818641662598,15.303507367495833,14.891291680829278,15.251980406662513,781400
2000-05-08,14.942818641662598,15.148926484995874,14.839764719995959,15.045872563329235,431000
2000-05-09,14.839749336242676,15.045856965912712,14.839749336242676,14.994330058495203,666000
2000-05-10,14.272966384887695,14.78823592946848,14.272966384887695,14.78823592946848,1193000
2000-05-11,14.427536964416504,14.685171553066798,14.324483128956386,14.427536964416504,727600
2000-05-12,14.221431732177734,14.582120218138764,14.169904805611873,14.42753943844118,673300
2000-05-15,14.221431732177734,14.479066365007041,14.06685095248015,14.42753943844118,778000
2000-05-16,14.015326499938965,14.479068920892827,13.963799564277425,14.427541985231287,1208100
2000-05-17,13.912269592285156,14.015323441116898,13.757688819037543,13.860742667869285,1336300
2000-05-18,13.757692337036133,13.91227314981182,13.603111524260447,13.860746212219924,1111500
2000-05-19,13.603107452392578,13.757688218897039,13.293945919383654,13.293945919383654,1013000
2000-05-22,13.500056266784668,13.860744792996472,13.345475469836753,13.706163996048556,589500
2000-05-23,13.603107452392578,14.015322829737807,13.50005360805627,13.50005360805627,821400
2000-05-24,13.809221267700195,14.015329047815124,13.397005707470338,13.70616737764273,1932200
2000-05-25,13.500056266784668,14.118379454576333,13.190894672888836,13.706163996048556,870600
2000-05-26,13.242424011230469,13.603112602976045,13.190897069552529,13.448531777942227,699400
2000-05-30,13.705833435058594,13.757553561228626,13.447232804208433,13.447232804208433,1174100
2000-05-31,13.602392196655273,13.705832441496758,13.447231829393045,13.55067207423453,1813600
2000-06-01,13.654115676879883,13.70583581201958,13.498955271460794,13.498955271460794,582300
2000-06-02,13.964433670043945,14.17131416885941,13.395512298301414,13.75755317122848,2059800
2000-06-05,15.30915355682373,15.516034010294321,14.119590949367833,14.17131106273548,3070600
2000-06-06,15.205708503723145,15.722909473237538,15.153988406771706,15.309148697626023,1228700
2000-06-07,15.981504440307617,16.2918249148767,15.257423332979766,15.257423332979766,2138200
2000-06-08,16.188396453857422,16.964198200847395,16.033236104459426,16.757317734983403,2404900
2000-06-09,17.015928268432617,17.791730469121035,16.343566361169323,16.602167094732128,2548500
2000-06-12,16.809043884277344,17.791726449819713,16.602163344163163,17.58484590970553,1497600
2000-06-13,17.27452850341797,17.429688939077412,16.705606906000014,16.80904719643964,1021900
2000-06-14,17.636573791503906,18.153775368967363,16.96421174080141,17.171092371786795,1779600
2000-06-15,17.998615264892578,18.205495900121228,17.843454788471092,17.843454788471092,1648700
2000-06-16,18.46409034729004,18.670970911405334,18.050329219059453,18.050329219059453,1351800
2000-06-19,17.68828582763672,18.722688507615473,17.17108448764734,18.515807971619722,1763700
2000-06-20,17.171085357666016,17.533126314002345,16.809044401329682,17.481406177382873,1078000
2000-06-21,17.791725158691406,17.791725158691406,17.067643320837686,17.171083583388217,1120000
2000-06-22,16.860761642456055,17.326242792094412,16.70560125924327,16.964201897931247,986900
2000-06-23,16.653886795043945,16.91248752167506,16.498726359065277,16.86076737634884,840900
2000-06-26,16.9124813079834,17.067641686955724,16.705600802686966,16.705600802686966,728200
